,timestamp,plala(Download),plala(Upload),wakwak(Download),wakwak(Upload),asahi(Download),asahi(Upload),ocn(Download),ocn(Upload),sonet(Download),sonet(Upload),wakwak-ipoe(Download),wakwak-ipoe(Upload)
2022/7/18 16:10,2022/07/18T16:10:00,83,52,13,48,162,40,191,49,126,72,101,43
2022/7/18 16:15,2022/07/18T16:15:00,53,57,81,46,160,58,304,42,124,51,126,41
2022/7/18 16:20,2022/07/18T16:20:00,112,42,28,36,136,40,183,40,48,51,113,29
2022/7/18 16:25,2022/07/18T16:25:00,158,63,13,43,58,49,193,46,86,48,113,42
2022/7/18 16:30,2022/07/18T16:30:00,120,61,43,34,112,49,82,50,200,48,137,47
2022/7/18 16:35,2022/07/18T16:35:00,50,54,20,34,107,51,60,58,234,60,82,37
2022/7/18 16:40,2022/07/18T16:40:00,133,44,51,39,90,70,141,60,185,28,103,37
2022/7/18 16:45,2022/07/18T16:45:00,120,68,14,23,244,46,49,68,116,41,54,43
2022/7/18 16:50,2022/07/18T16:50:00,66,50,17,36,156,42,194,66,64,58,33,37
2022/7/18 16:55,2022/07/18T16:55:00,41,52,15,48,251,60,172,58,96,46,2,46
2022/7/18 17:00,2022/07/18T17:00:00,67,50,37,35,217,54,100,38,62,42,7,28
2022/7/18 17:05,2022/07/18T17:05:00,93,59,5,46,59,42,131,43,86,57,150,28
2022/7/18 17:10,2022/07/18T17:10:00,51,54,9,43,116,66,227,53,215,21,20,52
2022/7/18 17:15,2022/07/18T17:15:00,188,27,6,22,236,56,171,49,253,66,14,42
2022/7/18 17:20,2022/07/18T17:20:00,79,49,22,19,170,48,150,56,171,52,84,46
2022/7/18 17:25,2022/07/18T17:25:00,109,50,4,32,281,52,194,51,140,47,9,28
2022/7/18 17:30,2022/07/18T17:30:00,145,56,9,15,191,52,166,20,157,51,9,40
2022/7/18 17:35,2022/07/18T17:35:00,159,53,4,19,329,49,147,47,159,19,119,39
2022/7/18 17:40,2022/07/18T17:40:00,153,47,30,30,151,48,205,25,119,35,56,46
2022/7/18 17:45,2022/07/18T17:45:00,158,43,52,38,131,49,95,52,115,23,139,22
2022/7/18 17:50,2022/07/18T17:50:00,59,52,13,20,66,57,108,25,218,28,47,33
2022/7/18 17:55,2022/07/18T17:55:00,57,54,88,39,104,59,148,41,104,32,59,40
2022/7/18 18:00,2022/07/18T18:00:00,56,50,45,28,306,49,179,26,130,44,19,37
2022/7/18 18:05,2022/07/18T18:05:00,82,54,16,35,114,46,203,50,142,50,17,27
2022/7/18 18:10,2022/07/18T18:10:00,38,47,56,44,178,57,104,39,62,48,5,38
2022/7/18 18:15,2022/07/18T18:15:00,51,60,28,32,309,53,201,54,167,40,35,34
2022/7/18 18:20,2022/07/18T18:20:00,64,56,76,35,192,56,220,62,84,49,58,21
2022/7/18 18:25,2022/07/18T18:25:00,59,39,24,46,223,46,207,27,184,52,4,28
2022/7/18 18:30,2022/07/18T18:30:00,111,38,3,38,214,54,149,21,117,48,100,43
2022/7/18 18:35,2022/07/18T18:35:00,100,54,26,35,80,48,40,69,210,52,16,37
2022/7/18 18:40,2022/07/18T18:40:00,171,34,30,32,156,60,133,58,139,73,107,45
2022/7/18 18:45,2022/07/18T18:45:00,104,42,55,33,150,56,176,59,76,36,46,47
2022/7/18 18:50,2022/07/18T18:50:00,190,56,86,56,204,67,150,61,139,55,133,40
2022/7/18 18:55,2022/07/18T18:55:00,162,65,21,39,189,49,188,58,80,36,109,45
2022/7/18 19:00,2022/07/18T19:00:00,51,64,18,40,220,20,211,53,95,41,9,29
2022/7/18 19:05,2022/07/18T19:05:00,111,38,124,53,55,59,202,51,53,50,22,40
2022/7/18 19:10,2022/07/18T19:10:00,107,41,25,45,238,57,123,17,79,35,10,23
2022/7/18 19:15,2022/07/18T19:15:00,191,52,26,16,213,51,197,62,226,41,93,41
2022/7/18 19:20,2022/07/18T19:20:00,194,54,17,32,239,35,169,53,192,46,52,28
2022/7/18 19:25,2022/07/18T19:25:00,146,29,49,28,59,35,157,47,186,37,141,44
2022/7/18 19:30,2022/07/18T19:30:00,124,29,9,26,197,28,171,39,257,51,136,24
2022/7/18 19:35,2022/07/18T19:35:00,119,50,45,33,112,46,123,67,224,40,85,32
2022/7/18 19:40,2022/07/18T19:40:00,202,61,25,42,259,65,197,34,187,24,111,40
2022/7/18 19:45,2022/07/18T19:45:00,101,51,50,33,146,27,268,45,152,31,69,36
2022/7/18 19:50,2022/07/18T19:50:00,124,51,5,35,193,41,57,61,151,49,54,37
2022/7/18 19:55,2022/07/18T19:55:00,160,59,12,37,166,63,199,54,204,62,126,27
2022/7/18 20:00,2022/07/18T20:00:00,121,40,7,36,187,43,125,51,147,39,45,43
2022/7/18 20:05,2022/07/18T20:05:00,63,46,12,31,150,46,68,40,136,46,55,42
2022/7/18 20:10,2022/07/18T20:10:00,110,54,8,42,171,39,127,60,132,60,32,41
2022/7/18 20:15,2022/07/18T20:15:00,183,56,11,35,188,46,167,32,82,57,29,51
2022/7/18 20:20,2022/07/18T20:20:00,188,57,9,23,167,40,259,71,146,51,51,39
2022/7/18 20:25,2022/07/18T20:25:00,199,45,11,38,30,49,249,53,174,44,5,24
2022/7/18 20:30,2022/07/18T20:30:00,51,53,11,36,266,52,198,44,141,58,4,38
2022/7/18 20:35,2022/07/18T20:35:00,175,61,11,35,168,54,119,45,152,63,24,43
2022/7/18 20:40,2022/07/18T20:40:00,209,46,5,30,327,64,103,42,285,50,20,28
2022/7/18 20:45,2022/07/18T20:45:00,72,51,6,29,173,73,49,48,109,43,19,26
2022/7/18 20:50,2022/07/18T20:50:00,44,47,5,30,234,48,21,41,139,54,15,43
2022/7/18 20:55,2022/07/18T20:55:00,138,62,5,40,262,60,173,47,176,60,24,39
2022/7/18 21:00,2022/07/18T21:00:00,157,61,3,18,278,47,44,47,207,58,99,45
2022/7/18 21:05,2022/07/18T21:05:00,145,69,4,23,361,43,58,48,302,65,5,32
2022/7/18 21:10,2022/07/18T21:10:00,255,42,7,29,339,33,75,38,177,55,9,46
2022/7/18 21:15,2022/07/18T21:15:00,77,44,6,39,156,48,106,55,232,33,2,31
2022/7/18 21:20,2022/07/18T21:20:00,155,49,6,19,285,56,42,44,242,49,9,35
2022/7/18 21:25,2022/07/18T21:25:00,197,42,4,34,259,57,41,36,238,62,35,42
2022/7/18 21:30,2022/07/18T21:30:00,165,53,17,41,220,55,65,32,282,53,17,38
2022/7/18 21:35,2022/07/18T21:35:00,292,53,8,28,170,45,49,36,170,64,28,36
2022/7/18 21:40,2022/07/18T21:40:00,79,62,9,39,357,62,138,57,195,45,5,53
2022/7/18 21:45,2022/07/18T21:45:00,96,56,4,29,164,68,125,49,208,54,71,42
2022/7/18 21:50,2022/07/18T21:50:00,72,50,15,33,246,62,109,32,104,50,33,48
2022/7/18 21:55,2022/07/18T21:55:00,69,58,13,44,268,48,19,37,186,58,48,46
2022/7/18 22:00,2022/07/18T22:00:00,166,66,5,39,174,54,150,45,108,57,38,45
2022/7/18 22:05,2022/07/18T22:05:00,96,64,3,27,123,51,28,32,87,55,59,35
2022/7/18 22:10,2022/07/18T22:10:00,169,68,20,32,163,63,27,42,139,55,153,49
2022/7/18 22:15,2022/07/18T22:15:00,87,50,59,58,211,36,100,46,80,45,9,34
2022/7/18 22:20,2022/07/18T22:20:00,154,55,15,47,101,37,59,43,156,53,113,46
2022/7/18 22:25,2022/07/18T22:25:00,135,52,76,54,151,49,112,35,183,50,58,49
2022/7/18 22:30,2022/07/18T22:30:00,187,52,54,51,141,61,56,48,217,62,56,47
2022/7/18 22:35,2022/07/18T22:35:00,191,44,48,31,139,70,89,44,168,45,11,27
2022/7/18 22:40,2022/07/18T22:40:00,78,41,43,52,158,46,39,51,159,65,83,38
2022/7/18 22:45,2022/07/18T22:45:00,119,61,48,47,217,58,116,63,44,50,62,36
2022/7/18 22:50,2022/07/18T22:50:00,211,63,14,46,289,55,144,52,102,45,85,41
2022/7/18 22:55,2022/07/18T22:55:00,80,48,12,30,204,41,129,45,244,34,48,45
2022/7/18 23:00,2022/07/18T23:00:00,129,57,10,36,114,53,99,52,120,43,53,42
2022/7/18 23:05,2022/07/18T23:05:00,101,61,4,34,163,53,193,55,153,66,74,38
2022/7/18 23:10,2022/07/18T23:10:00,138,51,23,40,134,60,57,42,225,62,57,48
2022/7/18 23:15,2022/07/18T23:15:00,138,49,66,49,259,51,42,20,173,58,150,43
2022/7/18 23:20,2022/07/18T23:20:00,61,63,18,49,324,44,31,62,214,47,143,29
2022/7/18 23:25,2022/07/18T23:25:00,43,62,154,52,61,34,192,47,66,55,106,52
2022/7/18 23:30,2022/07/18T23:30:00,135,59,152,57,123,55,161,57,90,50,98,41
2022/7/18 23:35,2022/07/18T23:35:00,58,40,62,49,225,53,150,67,123,33,199,30
2022/7/18 23:40,2022/07/18T23:40:00,125,52,11,44,265,54,114,56,212,47,132,35
2022/7/18 23:45,2022/07/18T23:45:00,143,39,95,42,286,42,251,32,271,66,121,37
2022/7/18 23:50,2022/07/18T23:50:00,162,58,71,48,204,35,125,55,190,36,92,34
2022/7/18 23:55,2022/07/18T23:55:00,154,55,78,51,61,55,238,52,113,44,127,45
2022/7/19 0:00,2022/07/19T00:00:00,114,51,15,38,38,43,264,47,50,44,91,29
2022/7/19 0:05,2022/07/19T00:05:00,71,38,9,40,128,44,60,50,39,68,61,31
2022/7/19 0:10,2022/07/19T00:10:00,111,57,7,26,172,48,136,19,200,29,197,51
2022/7/19 0:15,2022/07/19T00:15:00,58,61,10,22,37,68,33,45,27,52,51,41
2022/7/19 0:20,2022/07/19T00:20:00,25,52,3,32,61,54,41,60,25,59,52,42
2022/7/19 0:25,2022/07/19T00:25:00,32,40,26,21,47,23,30,57,25,49,52,43
2022/7/19 0:30,2022/07/19T00:30:00,16,49,47,24,26,50,29,60,30,65,46,32
2022/7/19 0:35,2022/07/19T00:35:00,27,58,57,60,39,63,49,61,27,52,46,44
2022/7/19 0:40,2022/07/19T00:40:00,34,60,74,40,197,56,34,58,185,44,27,21
2022/7/19 0:45,2022/07/19T00:45:00,115,54,110,41,127,46,334,50,126,62,236,32
2022/7/19 0:50,2022/07/19T00:50:00,74,55,122,65,122,50,196,67,51,39,168,49
2022/7/19 0:55,2022/07/19T00:55:00,92,64,69,38,402,31,85,61,162,56,225,47
2022/7/19 1:00,2022/07/19T01:00:00,202,45,80,46,327,27,217,26,281,40,144,21
2022/7/19 1:05,2022/07/19T01:05:00,112,50,169,45,196,29,265,63,151,30,307,32
2022/7/19 1:10,2022/07/19T01:10:00,106,39,54,52,178,59,217,56,125,56,249,38
2022/7/19 1:15,2022/07/19T01:15:00,57,41,124,70,171,43,249,58,70,40,212,47
2022/7/19 1:20,2022/07/19T01:20:00,116,33,146,37,261,41,105,49,278,51,174,37
2022/7/19 1:25,2022/07/19T01:25:00,204,54,266,70,115,50,190,30,199,34,261,37
2022/7/19 1:30,2022/07/19T01:30:00,136,63,117,49,177,63,293,60,136,28,225,32
2022/7/19 1:35,2022/07/19T01:35:00,208,54,96,36,149,50,301,67,233,28,256,54
2022/7/19 1:40,2022/07/19T01:40:00,189,33,165,49,377,65,235,51,278,17,239,46
2022/7/19 1:45,2022/07/19T01:45:00,155,39,170,29,367,51,407,65,197,24,404,39
2022/7/19 1:50,2022/07/19T01:50:00,191,55,86,30,395,44,401,60,269,35,229,48
2022/7/19 1:55,2022/07/19T01:55:00,156,50,113,38,311,31,319,63,280,21,311,30
2022/7/19 2:00,2022/07/19T02:00:00,99,19,204,62,306,52,308,37,147,55,257,44
2022/7/19 2:05,2022/07/19T02:05:00,152,56,187,53,197,44,401,59,254,20,224,29
2022/7/19 2:10,2022/07/19T02:10:00,145,33,163,56,309,63,290,47,262,24,194,33
2022/7/19 2:15,2022/07/19T02:15:00,121,41,206,98,152,23,85,49,202,56,150,55
2022/7/19 2:20,2022/07/19T02:20:00,218,38,155,110,155,53,240,42,247,23,164,55
2022/7/19 2:25,2022/07/19T02:25:00,151,45,122,97,153,52,276,56,276,40,183,44
2022/7/19 2:30,2022/07/19T02:30:00,231,43,239,126,189,71,95,52,244,62,262,35
2022/7/19 2:35,2022/07/19T02:35:00,107,62,168,132,91,61,162,76,246,25,413,33
2022/7/19 2:40,2022/07/19T02:40:00,111,47,145,101,267,37,277,74,198,43,172,46
2022/7/19 2:45,2022/07/19T02:45:00,131,65,228,69,194,74,88,51,195,36,280,41
2022/7/19 2:50,2022/07/19T02:50:00,199,27,194,140,176,46,190,70,257,22,362,45
2022/7/19 2:55,2022/07/19T02:55:00,118,52,235,89,226,47,273,34,189,43,266,40
2022/7/19 3:00,2022/07/19T03:00:00,175,49,121,116,225,74,222,50,252,22,215,43
2022/7/19 3:05,2022/07/19T03:05:00,141,60,232,63,232,75,169,52,226,36,391,46
2022/7/19 3:10,2022/07/19T03:10:00,60,50,240,107,161,51,152,67,230,23,259,28
2022/7/19 3:15,2022/07/19T03:15:00,205,38,166,105,163,54,265,71,224,31,298,55
2022/7/19 3:20,2022/07/19T03:20:00,44,14,229,127,173,61,221,37,124,66,208,42
2022/7/19 3:25,2022/07/19T03:25:00,66,75,116,57,277,42,147,68,124,26,320,23
2022/7/19 3:30,2022/07/19T03:30:00,194,39,236,125,319,38,269,61,169,18,167,31
2022/7/19 3:35,2022/07/19T03:35:00,89,60,193,84,273,63,162,40,204,44,362,42
2022/7/19 3:40,2022/07/19T03:40:00,92,48,168,78,431,46,393,52,191,56,385,42
2022/7/19 3:45,2022/07/19T03:45:00,259,64,230,136,374,67,499,53,167,41,291,41
2022/7/19 3:50,2022/07/19T03:50:00,179,56,127,95,182,69,253,64,201,59,230,32
2022/7/19 3:55,2022/07/19T03:55:00,101,55,236,90,236,67,190,67,298,66,380,49
2022/7/19 4:00,2022/07/19T04:00:00,95,41,214,59,242,57,185,11,209,28,394,40
2022/7/19 4:05,2022/07/19T04:05:00,193,42,222,66,374,61,326,55,333,33,313,50
2022/7/19 4:10,2022/07/19T04:10:00,232,20,242,44,344,69,364,59,185,55,260,42
2022/7/19 4:15,2022/07/19T04:15:00,243,44,111,66,376,56,232,50,284,57,226,43
2022/7/19 4:20,2022/07/19T04:20:00,158,53,153,99,443,36,179,76,295,52,134,43
2022/7/19 4:25,2022/07/19T04:25:00,243,64,189,39,266,24,206,64,224,39,133,40
2022/7/19 4:30,2022/07/19T04:30:00,103,55,118,111,190,55,301,70,150,40,201,36
2022/7/19 4:35,2022/07/19T04:35:00,137,44,126,70,364,59,374,56,188,20,237,29
2022/7/19 4:40,2022/07/19T04:40:00,227,36,122,39,368,49,342,37,197,44,415,44
2022/7/19 4:45,2022/07/19T04:45:00,251,45,134,103,375,72,349,59,200,25,298,48
2022/7/19 4:50,2022/07/19T04:50:00,251,52,178,116,290,59,92,64,258,62,507,36
2022/7/19 4:55,2022/07/19T04:55:00,249,60,215,128,228,63,278,68,227,68,311,46
2022/7/19 5:00,2022/07/19T05:00:00,147,52,205,116,149,43,170,51,117,41,361,42
2022/7/19 5:05,2022/07/19T05:05:00,192,62,160,75,370,47,84,55,178,35,206,48
2022/7/19 5:10,2022/07/19T05:10:00,187,42,62,64,361,42,210,41,239,52,374,40
2022/7/19 5:15,2022/07/19T05:15:00,221,55,61,64,326,34,155,40,125,44,359,45
2022/7/19 5:20,2022/07/19T05:20:00,183,56,54,89,429,52,277,76,452,52,231,46
2022/7/19 5:25,2022/07/19T05:25:00,249,60,73,59,321,64,154,36,434,24,474,55
2022/7/19 5:30,2022/07/19T05:30:00,102,40,40,45,323,51,184,76,151,36,337,48
2022/7/19 5:35,2022/07/19T05:35:00,180,54,54,43,206,55,175,70,357,65,226,42
2022/7/19 5:40,2022/07/19T05:40:00,166,56,57,90,275,69,197,77,421,48,313,47
2022/7/19 5:45,2022/07/19T05:45:00,274,48,44,83,431,63,135,42,254,31,363,50
2022/7/19 5:50,2022/07/19T05:50:00,126,38,36,31,307,36,221,68,235,63,356,45
2022/7/19 5:55,2022/07/19T05:55:00,135,35,75,37,331,50,160,58,357,58,288,31
2022/7/19 6:00,2022/07/19T06:00:00,105,57,75,69,169,59,214,27,255,46,392,48
2022/7/19 6:05,2022/07/19T06:05:00,309,50,65,51,345,53,293,61,216,52,345,30
2022/7/19 6:10,2022/07/19T06:10:00,87,52,75,57,330,60,267,59,145,45,277,48
2022/7/19 6:15,2022/07/19T06:15:00,146,42,59,74,118,61,164,57,149,59,258,46
2022/7/19 6:20,2022/07/19T06:20:00,81,52,37,33,405,36,94,55,272,64,371,53
2022/7/19 6:25,2022/07/19T06:25:00,119,45,76,67,274,51,61,42,254,58,337,46
2022/7/19 6:30,2022/07/19T06:30:00,23,50,59,36,216,61,168,57,277,43,210,44
2022/7/19 6:35,2022/07/19T06:35:00,34,37,59,89,292,62,70,47,215,50,216,41
2022/7/19 6:40,2022/07/19T06:40:00,46,37,54,51,276,59,94,38,103,29,208,43
2022/7/19 6:45,2022/07/19T06:45:00,73,48,41,38,202,59,35,52,205,71,320,42
2022/7/19 6:50,2022/07/19T06:50:00,60,47,47,36,279,55,65,49,108,48,194,45
2022/7/19 6:55,2022/07/19T06:55:00,59,43,43,53,198,63,67,69,240,45,208,45
2022/7/19 7:00,2022/07/19T07:00:00,97,31,50,35,300,55,123,47,118,56,189,30
2022/7/19 7:05,2022/07/19T07:05:00,61,44,65,68,217,65,64,55,187,61,389,32
2022/7/19 7:10,2022/07/19T07:10:00,53,35,66,68,285,43,66,40,204,62,200,37
2022/7/19 7:15,2022/07/19T07:15:00,38,53,38,73,292,40,130,48,250,43,313,46
2022/7/19 7:20,2022/07/19T07:20:00,48,59,40,35,167,53,137,49,221,64,239,41
2022/7/19 7:25,2022/07/19T07:25:00,83,56,76,62,201,58,47,54,200,28,359,40
2022/7/19 7:30,2022/07/19T07:30:00,46,33,49,39,227,32,205,54,125,28,127,38
2022/7/19 7:35,2022/07/19T07:35:00,143,44,62,47,50,48,28,56,45,49,135,33
2022/7/19 7:40,2022/07/19T07:40:00,36,42,47,72,202,56,67,51,131,52,251,49
2022/7/19 7:45,2022/07/19T07:45:00,37,37,64,63,64,69,90,26,237,30,223,45
2022/7/19 7:50,2022/07/19T07:50:00,56,29,50,31,166,57,99,67,142,52,119,28
2022/7/19 7:55,2022/07/19T07:55:00,87,40,38,47,212,57,157,59,83,51,241,45
2022/7/19 8:00,2022/07/19T08:00:00,87,43,62,69,296,71,81,57,163,40,236,37
2022/7/19 8:05,2022/07/19T08:05:00,42,61,51,74,33,68,129,55,186,57,355,33
2022/7/19 8:10,2022/07/19T08:10:00,54,37,47,59,145,62,170,62,80,63,325,46
2022/7/19 8:15,2022/07/19T08:15:00,28,48,47,78,204,53,113,43,262,46,234,50
2022/7/19 8:20,2022/07/19T08:20:00,74,52,59,48,151,34,82,46,159,39,122,38
2022/7/19 8:25,2022/07/19T08:25:00,85,49,67,78,194,56,91,62,185,57,206,54
2022/7/19 8:30,2022/07/19T08:30:00,118,45,78,71,352,70,86,64,278,50,216,39
2022/7/19 8:35,2022/07/19T08:35:00,67,43,41,65,251,57,135,45,227,56,152,45
2022/7/19 8:40,2022/07/19T08:40:00,29,39,68,48,417,61,72,15,357,37,196,49
2022/7/19 8:45,2022/07/19T08:45:00,54,42,37,61,215,58,88,52,107,39,118,40
2022/7/19 8:50,2022/07/19T08:50:00,46,37,58,77,287,68,149,34,290,53,99,44
2022/7/19 8:55,2022/07/19T08:55:00,42,40,42,40,444,53,217,47,372,46,160,48
2022/7/19 9:00,2022/07/19T09:00:00,65,41,73,85,343,57,59,45,307,48,109,35
2022/7/19 9:05,2022/07/19T09:05:00,47,46,57,57,343,55,124,59,307,52,105,38
2022/7/19 9:10,2022/07/19T09:10:00,43,51,73,61,123,63,224,45,271,55,124,46
2022/7/19 9:15,2022/07/19T09:15:00,73,53,48,56,205,59,30,52,168,49,120,41
2022/7/19 9:20,2022/07/19T09:20:00,73,52,73,56,213,65,69,59,213,50,144,39
2022/7/19 9:25,2022/07/19T09:25:00,26,44,74,88,118,48,109,69,265,41,263,47
2022/7/19 9:30,2022/07/19T09:30:00,44,53,74,87,209,52,107,54,227,43,166,34
2022/7/19 9:35,2022/07/19T09:35:00,172,56,61,68,209,57,59,46,303,28,184,40
2022/7/19 9:40,2022/07/19T09:40:00,54,39,64,30,198,48,190,53,155,42,157,36
2022/7/19 9:45,2022/07/19T09:45:00,46,37,40,69,336,64,192,54,148,47,102,43
2022/7/19 9:50,2022/07/19T09:50:00,68,40,52,73,182,51,65,60,49,58,42,48
2022/7/19 9:55,2022/07/19T09:55:00,35,50,67,55,325,56,206,27,340,55,68,35
2022/7/19 10:00,2022/07/19T10:00:00,65,43,57,42,89,60,124,26,106,47,104,41
2022/7/19 10:05,2022/07/19T10:05:00,54,47,47,67,96,59,204,58,390,36,135,47
2022/7/19 10:10,2022/07/19T10:10:00,86,44,45,88,267,56,91,53,159,54,93,23
2022/7/19 10:15,2022/07/19T10:15:00,104,44,47,34,228,52,181,46,189,58,27,37
2022/7/19 10:20,2022/07/19T10:20:00,102,44,56,78,202,73,67,46,110,67,108,35
2022/7/19 10:25,2022/07/19T10:25:00,76,40,62,66,402,62,110,55,227,48,201,44
2022/7/19 10:30,2022/07/19T10:30:00,64,39,60,33,278,62,94,52,228,54,123,44
2022/7/19 10:35,2022/07/19T10:35:00,56,47,46,57,54,62,62,67,63,36,174,36
2022/7/19 10:40,2022/07/19T10:40:00,45,46,53,58,51,42,76,71,174,61,175,53
2022/7/19 10:45,2022/07/19T10:45:00,53,43,78,84,300,51,63,45,114,59,170,45
2022/7/19 10:50,2022/07/19T10:50:00,20,41,63,54,361,63,61,65,48,58,102,51
2022/7/19 10:55,2022/07/19T10:55:00,95,41,65,68,444,57,105,62,349,64,153,54
2022/7/19 11:00,2022/07/19T11:00:00,78,42,60,43,319,38,98,55,228,71,159,43
2022/7/19 11:05,2022/07/19T11:05:00,59,55,42,47,312,65,231,53,215,63,123,42
2022/7/19 11:10,2022/07/19T11:10:00,119,38,74,70,323,59,95,47,165,53,92,42
2022/7/19 11:15,2022/07/19T11:15:00,146,56,67,47,158,49,43,59,117,63,143,47
2022/7/19 11:20,2022/07/19T11:20:00,86,48,65,47,334,31,177,31,114,57,158,48
2022/7/19 11:25,2022/07/19T11:25:00,44,42,61,80,73,43,42,63,60,62,80,41
2022/7/19 11:30,2022/07/19T11:30:00,59,46,71,52,366,65,97,40,114,63,208,40
2022/7/19 11:35,2022/07/19T11:35:00,94,51,68,29,282,52,110,51,78,60,63,46
2022/7/19 11:40,2022/07/19T11:40:00,55,49,65,61,102,68,204,42,220,50,126,41
2022/7/19 11:45,2022/07/19T11:45:00,55,53,50,71,261,59,101,63,165,65,124,43
2022/7/19 11:50,2022/07/19T11:50:00,126,47,51,66,316,66,42,54,216,52,214,29
2022/7/19 11:55,2022/07/19T11:55:00,73,43,63,85,208,67,188,52,191,57,220,36
2022/7/19 12:00,2022/07/19T12:00:00,37,38,70,61,177,30,105,37,111,47,79,37
2022/7/19 12:05,2022/07/19T12:05:00,47,60,76,55,97,62,115,45,106,60,101,42
2022/7/19 12:10,2022/07/19T12:10:00,91,49,43,72,114,77,68,70,142,50,133,36
2022/7/19 12:15,2022/07/19T12:15:00,23,37,76,84,399,45,252,64,274,38,117,34
2022/7/19 12:20,2022/07/19T12:20:00,51,51,32,46,312,67,290,46,57,71,63,33
2022/7/19 12:25,2022/07/19T12:25:00,139,30,38,26,179,56,105,35,187,61,14,27
2022/7/19 12:30,2022/07/19T12:30:00,149,51,33,33,351,57,106,55,139,54,81,40
2022/7/19 12:35,2022/07/19T12:35:00,31,45,31,24,257,51,237,47,122,57,31,27
2022/7/19 12:40,2022/07/19T12:40:00,98,31,76,37,208,47,122,26,209,53,9,43
2022/7/19 12:45,2022/07/19T12:45:00,75,42,3,32,76,39,106,64,93,60,73,39
2022/7/19 12:50,2022/07/19T12:50:00,35,41,5,28,212,59,78,51,153,71,138,29
2022/7/19 12:55,2022/07/19T12:55:00,57,52,5,35,43,37,122,62,105,33,17,32
2022/7/19 13:00,2022/07/19T13:00:00,71,40,13,45,196,45,68,42,127,54,7,46
2022/7/19 13:05,2022/07/19T13:05:00,31,44,13,30,193,48,195,49,264,47,94,39
2022/7/19 13:10,2022/07/19T13:10:00,40,36,12,33,297,71,210,54,288,25,58,41
2022/7/19 13:15,2022/07/19T13:15:00,70,41,51,39,173,56,167,50,167,66,16,44
2022/7/19 13:20,2022/07/19T13:20:00,70,37,97,57,289,41,142,55,223,45,67,47
2022/7/19 13:25,2022/07/19T13:25:00,54,43,157,60,221,44,184,46,81,41,41,40
2022/7/19 13:30,2022/07/19T13:30:00,96,55,105,40,294,25,98,58,184,32,22,25
2022/7/19 13:35,2022/07/19T13:35:00,76,35,34,42,371,14,164,41,103,63,55,43
2022/7/19 13:40,2022/07/19T13:40:00,79,42,94,42,100,57,64,39,318,68,5,22
2022/7/19 13:45,2022/07/19T13:45:00,135,45,93,47,310,51,140,56,405,69,37,31
2022/7/19 13:50,2022/07/19T13:50:00,122,53,67,42,144,33,87,56,174,26,121,34
2022/7/19 13:55,2022/07/19T13:55:00,44,27,139,34,243,51,150,37,147,57,85,45
2022/7/19 14:00,2022/07/19T14:00:00,57,49,8,51,259,49,190,69,306,58,159,27
2022/7/19 14:05,2022/07/19T14:05:00,78,48,6,20,128,65,107,55,185,50,74,48
2022/7/19 14:10,2022/07/19T14:10:00,69,41,45,38,217,62,115,54,278,55,127,49
2022/7/19 14:15,2022/07/19T14:15:00,151,48,53,40,341,48,68,52,289,48,5,26
2022/7/19 14:20,2022/07/19T14:20:00,78,42,72,43,208,55,89,66,108,47,44,41
2022/7/19 14:25,2022/07/19T14:25:00,82,42,23,29,372,61,78,52,214,60,102,40
2022/7/19 14:30,2022/07/19T14:30:00,122,43,26,37,249,54,108,54,106,55,68,28
2022/7/19 14:35,2022/07/19T14:35:00,61,56,10,26,402,59,184,58,244,64,164,49
2022/7/19 14:40,2022/07/19T14:40:00,240,59,143,59,201,61,37,37,86,72,69,43
2022/7/19 14:45,2022/07/19T14:45:00,114,48,120,42,183,60,149,42,166,60,81,46
2022/7/19 14:50,2022/07/19T14:50:00,80,40,14,33,187,60,143,20,74,45,107,39
2022/7/19 14:55,2022/07/19T14:55:00,137,41,119,44,60,45,28,55,211,41,118,44
2022/7/19 15:00,2022/07/19T15:00:00,148,54,86,29,230,66,130,55,146,49,135,43
2022/7/19 15:05,2022/07/19T15:05:00,119,48,53,39,215,27,101,64,181,45,110,40
2022/7/19 15:10,2022/07/19T15:10:00,135,48,52,24,245,50,51,43,118,50,34,35
2022/7/19 15:15,2022/07/19T15:15:00,45,36,33,31,283,50,95,46,220,41,79,37
2022/7/19 15:20,2022/07/19T15:20:00,105,32,22,52,265,63,105,41,285,47,74,34
2022/7/19 15:25,2022/07/19T15:25:00,176,60,69,35,123,51,67,55,133,43,108,24
2022/7/19 15:30,2022/07/19T15:30:00,158,55,39,36,263,34,74,34,271,57,139,33
2022/7/19 15:35,2022/07/19T15:35:00,125,33,47,44,185,58,176,25,217,49,60,43
2022/7/19 15:40,2022/07/19T15:40:00,168,60,30,30,404,50,136,74,164,42,82,31
2022/7/19 15:45,2022/07/19T15:45:00,132,53,67,35,302,75,158,59,127,35,108,40
2022/7/19 15:50,2022/07/19T15:50:00,51,56,51,46,425,67,431,59,41,40,8,44
2022/7/19 15:55,2022/07/19T15:55:00,109,56,105,30,187,46,53,61,46,25,16,25
2022/7/19 16:00,2022/07/19T16:00:00,102,49,10,29,309,49,153,38,46,55,7,27
2022/7/19 16:05,2022/07/19T16:05:00,88,46,27,32,323,63,108,19,23,29,26,36
2022/7/19 16:10,2022/07/19T16:10:00,58,27,100,44,390,37,163,17,147,44,15,35
